Chemblid,Target,Class,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CHEMBL5858,Alanyl-tRNA synthetase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CHEMBL5859,RAC-alpha serine/threonine-protein kinase,enzyme  kinase  protein kinase  agc  akt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,55,57,58,60,67,73,73
CHEMBL5860,Dual specificity mitogen-activated protein kinase kinase 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,6,6
CHEMBL5861,G protein-coupled receptor kinase 4,enzyme  kinase  protein kinase  agc  grk  grk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,76,77,80,84,84
CHEMBL5862,Glucagon-like peptide 1 receptor,membrane receptor  7tm2  peptide  glucagon-like  glucagon-like peptide receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,10,10,63,63,63,63,63,63
CHEMBL5863,4-hydroxyphenylpyruvate dioxygenase,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,4,4,4,4,4,4,4,4
CHEMBL5864,Kinesin-1 heavy chain,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,13,13,13,20,20
CHEMBL5865,Transcriptional activator protein traR,transcription factor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5
CHEMBL5866,Catenin beta-1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,10,17,19,53,72,72
CHEMBL5868,Nuclear receptor ROR-alpha,transcription factor  nuclear receptor  nr1  nr1f  nr1f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,141,177,183,183
CHEMBL5869,Heat shock factor protein 1,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,74,74,74,76,81,82,82
CHEMBL5870,Centromere-associated protein E,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,6,6,30,30,32,41,41
CHEMBL5871,Glycine receptor subunit alpha-2,ion channel  lgic  gly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34
CHEMBL5872,G-protein coupled estrogen receptor 1,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  steroid-like ligand receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,12,12,12,24,24
CHEMBL5873,"Solute carrier family 2, facilitated glucose transporter member 2",transporter  electrochemical  slc  slc02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,58,58
CHEMBL5874,"Solute carrier family 2, facilitated glucose transporter member 4",transporter  electrochemical  slc  slc02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,4,4,4,4
CHEMBL5875,"Solute carrier family 2, facilitated glucose transporter member 5",transporter  electrochemical  slc  slc02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CHEMBL5876,Histone H4,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
CHEMBL5877,Beta-hexosaminidase subunit beta,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,5,5,7,7,9,9,9
CHEMBL5878,Histidine triad nucleotide-binding protein 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,10,10,10,10,10,10
CHEMBL5879,Hematopoietic prostaglandin D synthase,enzyme  transferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,54,55,120,146,146,146
CHEMBL5880,Interleukin-2,secreted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,10,10
CHEMBL5881,Insulin,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,12,12,12,12,13,13,13
CHEMBL5882,Integrin alpha-10,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
CHEMBL5883,Integrin alpha-11,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
CHEMBL5885,Potassium voltage-gated channel subfamily D member 2,ion channel  vgc  k  vg k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
CHEMBL5886,Seryl-tRNA synthetase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
CHEMBL5887,D-aspartate oxidase,enzyme  reductase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,32,32,32,58,58,95,95,95
CHEMBL5888,Mitogen-activated protein kinase kinase kinase 14,enzyme  kinase  protein kinase  ste  ste-unique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,45,49,49,52,52
CHEMBL5889,Kinesin-like protein KIF1B,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
CHEMBL5891,Protein arginine N-methyltransferase 3,epigenetic regulator  writer  pmt  prmt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,53,60,60
CHEMBL5893,Ribonuclease H1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14
CHEMBL5894,Deoxyribonuclease-2-alpha,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
CHEMBL5895,Beta-lactamase,enzyme  hydrolase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5
CHEMBL5896,Lysine-specific demethylase 4A,epigenetic regulator  reader  phd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,12,60,159,231,510,510
CHEMBL5897,Ectonucleoside triphosphate diphosphohydrolase 3,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,23,23,23,32,37,37,39,39
CHEMBL5899,Kinesin-like protein KIF23,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,7,7,7,7,9,17,17
CHEMBL5900,Choline O-acetyltransferase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL5901,Cell division protein kinase 5,enzyme  kinase  protein kinase  cmgc  cdk  cdk5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15
CHEMBL5902,Transcription factor p65,transcription factor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,8,17,22,30,34,39,39
CHEMBL5903,Activin receptor type-1,enzyme  kinase  protein kinase  tkl  stkr  stkr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,126,126,142,170,186,196,196
CHEMBL5904,Dihydrodipicolinate synthase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
CHEMBL5905,Aldo-keto reductase family 1 member C1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,34,36,163,234,266,266,266,266
CHEMBL5906,Lipoprotein lipase,enzyme  hydrolase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,23,23,23,23,23,23
CHEMBL5907,Serine/threonine-protein kinase LATS2,enzyme  kinase  protein kinase  agc  ndr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,110,110,113,113,116,117,117
CHEMBL5908,Protection of telomeres protein 1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4
CHEMBL5909,Hypoxia-inducible factor 1-alpha inhibitor,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,20,20,22,22,28,28
CHEMBL5911,Elongation of very long chain fatty acids protein 2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4
CHEMBL5912,Serine/threonine-protein kinase 32B,enzyme  kinase  protein kinase  agc  yank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,126,126,130,133,136,138,138
CHEMBL5914,Mitogen-activated protein kinase kinase kinase 2,enzyme  kinase  protein kinase  ste  ste11  mekk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,81,97,98,102,106,106
CHEMBL5915,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
CHEMBL5916,Membrane-bound transcription factor site-1 protease,enzyme  protease  serine  sb  s8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,29,35,35,35,35,35,35,35,35
CHEMBL5917,"Malate dehydrogenase, mitochondrial",enzyme,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15,58,58,58,58
CHEMBL5918,Canalicular multispecific organic anion transporter 2,transporter  ntpase  atp binding cassette  mrp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,14,14,14,14,14,14,14
CHEMBL5919,Myeloid differentiation primary response protein MyD88,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CHEMBL5920,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10
CHEMBL5921,Bifunctional protein NCOAT,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,18,18,61,67,67,67
CHEMBL5922,Multifunctional protein ADE2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3
CHEMBL5923,"Aldehyde dehydrogenase 1, mitochondrial",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6
CHEMBL5924,Ubiquitin-like modifier-activating enzyme 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,20,20,20,20,20,20
CHEMBL5925,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,19,19,32,90,92,121,121
CHEMBL5926,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,39,39,39,47,48,48,48,48
CHEMBL5927,Interferon regulatory factor 1,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2
CHEMBL5928,Type-2 restriction enzyme BamHI,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,8,12,13,13,13,13,13,13,13,13
CHEMBL5930,Corticotropin-releasing factor-binding protein,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,6,6,6,6
CHEMBL5931,Carbonic anhydrase,enzyme  lyase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,80,80,80,80,80,80,80,80
CHEMBL5932,LIM domain kinase 2,enzyme  kinase  protein kinase  tkl  lisk  limk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,96,96,176,199,205,205,301,350,350
CHEMBL5933,NAD-dependent deacetylase HST2,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,57,57,57,57,57,57,57,57,57
CHEMBL5934,Neuronal acetylcholine receptor subunit alpha-7,ion channel  lgic  ach  chrn alpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,9,9,9,9
CHEMBL5935,Hormone-sensitive lipase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4
CHEMBL5936,Toll-like receptor 7,membrane receptor  toll-like and il-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,10,26,27,123,173,180,195,195
CHEMBL5937,Elongation of very long chain fatty acids protein 5,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4
CHEMBL5938,Serine/threonine-protein kinase PLK2,enzyme  kinase  protein kinase  other  plk  plk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,78,78,310,319,330,345,345
CHEMBL5939,Endoplasmic reticulum aminopeptidase 1,enzyme  protease  metallo  mae  m1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,13,13,88,137,137
CHEMBL5940,Serine/threonine-protein kinase MARK1,enzyme  kinase  protein kinase  camk  camkl  mark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,56,58,133,137,329,358,378,391,391
CHEMBL5941,Serine/threonine-protein kinase MST4,enzyme  kinase  protein kinase  ste  ste20  ysk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,207,207,207,284,294,330,341,375,391,391
CHEMBL5942,Phosphatidylcholine-sterol acyltransferase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
CHEMBL5943,Beta-2 adrenergic receptor,membrane receptor  7tm1  smallmol  monoamine receptor  adrenergic receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7
CHEMBL5945,Calmodulin,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
CHEMBL5946,DNA polymerase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,6,9,9,13,13,13,13
CHEMBL5947,Tyrosine aminotransferase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,18,18
CHEMBL5948,DNA topoisomerase 1,enzyme  isomerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
CHEMBL5950,Non-specific lipid-transfer protein,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
CHEMBL5951,Neuropeptide FF receptor 1,membrane receptor  7tm1  peptide  short peptide  rf amide receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,114,124,124,124
CHEMBL5952,Neuropeptide FF receptor 2,membrane receptor  7tm1  peptide  short peptide  rf amide receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,112,119,123,123
CHEMBL5953,RAS guanyl-releasing protein 1,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,9,9,9,9
CHEMBL5954,"Ornithine aminotransferase, mitochondrial",enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,4,4,4
CHEMBL5955,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,31,31,31,49,49,49,52
CHEMBL5956,Beta-lactamase SHV-1,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,16,16,16,16,16,16,16,16,17,17,17,30,30,30,38,38,38,38,38,38,38,38
CHEMBL5957,5'-nucleotidase,enzyme,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,39,40,40,60,60
CHEMBL5958,Alpha-1-acid glycoprotein 2,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
CHEMBL5960,Alpha-1-antichymotrypsin,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
CHEMBL5961,Ephrin type-B receptor 2,enzyme  kinase  protein kinase  tk  eph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5
CHEMBL5963,Proteinase-activated receptor 2,membrane receptor  7tm1  peptide  protease-activated receptor  protease-activated receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,11,11,18,18,43,79,79
CHEMBL5965,Aquaporin-4,ion channel  other  aquaporin  water-specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8
CHEMBL5966,IgG receptor FcRn large subunit p51,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,60,60,60,60,60,60,60,60
CHEMBL5967,Kinesin-like protein KIF2C,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,11,11,11,11,11
CHEMBL5968,Lysophosphatidic acid receptor 4,membrane receptor  7tm1  smallmol  lipid-like ligand receptor  edg receptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,15,15,15
CHEMBL5969,Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha,enzyme  kinase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,110,110,115,119,119,119,119
CHEMBL5970,Mitogen-activated protein kinase kinase kinase 3,enzyme  kinase  protein kinase  ste  ste11  mekk2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,76,90,90,93,96,96
CHEMBL5971,Smoothened homolog,membrane receptor  7tmfz  smoothened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,128,148,198,198,234,240,265,265
CHEMBL5972,Monoacylglycerol lipase ABHD12,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,9,9,11,11,11
CHEMBL5973,Carbonic anhydrase 15,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,93,156,156,159,159,159,159,159,159
CHEMBL5974,Dehydrogenase/reductase SDR family member 9,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3
CHEMBL5975,Serine/threonine-protein kinase RIO1,enzyme  kinase  protein kinase  atypical  rio  rio1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38,110,110,114,114,114,114,114
CHEMBL5976,Heat shock protein beta-1,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,19,19,23,29,29,30,30,30
CHEMBL5977,Galectin-2,cytosolic other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,13,13,13,13,13,13,13
CHEMBL5979,"Alkaline phosphatase, tissue-nonspecific isozyme",enzyme,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,61,61,64,64
CHEMBL5981,Hepatitis GB virus B NS5B RNA-dependent RNA polymerase,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CHEMBL5982,ADAM9,enzyme  protease  metallo  mam  m12b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3
CHEMBL5983,Aldo-keto reductase family 1 member B10,enzyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,14,38,57,59,87,89,89
CHEMBL5984,Apolipoprotein A-I,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2
CHEMBL5988,Bcl-2-like protein 10,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2
CHEMBL5989,Baculoviral IAP repeat-containing protein 5,unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,32,33,33,37,37,38,38,38
